Date,State,Negative,Positive,Total Samples
25-07-2020,Maharashtra,1468714,371731,1840445
26-07-2020,Maharashtra,1508804,381452,1890256
27-07-2020,Maharashtra,1538461,389872,1928333
28-07-2020,Maharashtra,1574833,397513,1972346
29-07-2020,Maharashtra,1613560,407877,2021437
30-07-2020,Maharashtra,1656194,419334,2075528
31-07-2020,Maharashtra,1705036,428684,2133720
01-08-2020,Maharashtra,1759503,438920,2198423
02-08-2020,Maharashtra,1811742,448418,2260160
03-08-2020,Maharashtra,1844038,457476,2301514
04-08-2020,Maharashtra,1888263,466151,2354414
05-08-2020,Maharashtra,1941132,477167,2418299
06-08-2020,Maharashtra,2003524,488670,2492194
07-08-2020,Maharashtra,2074571,500023,2574594
08-08-2020,Maharashtra,2141453,513228,2654681
09-08-2020,Maharashtra,2204204,526081,2730285
10-08-2020,Maharashtra,2241214,535635,2776849
11-08-2020,Maharashtra,2294458,546782,2841240
12-08-2020,Maharashtra,2353630,560056,2913686
13-08-2020,Maharashtra,2409582,571495,2981077
14-08-2020,Maharashtra,2464684,584784,3049468
15-08-2020,Maharashtra,2519062,596654,3115716
16-08-2020,Maharashtra,2557919,607631,3165550
17-08-2020,Maharashtra,2592249,,3208735
18-08-2020,Maharashtra,2641156,,3267625
19-08-2020,Maharashtra,2701358,,3343052
20-08-2020,Maharashtra,2763170,,3419643
21-08-2020,Maharashtra,2826129,,3498166
22-08-2020,Maharashtra,2887721,,3575566
23-08-2020,Maharashtra,2923183,,3621321
24-08-2020,Maharashtra,2958512,,3667937
25-08-2020,Maharashtra,2994256,,3711123
26-08-2020,Maharashtra,3063444,,3798306
27-08-2020,Maharashtra,3118343,,3868755
28-08-2020,Maharashtra,3175205,,3939761
29-08-2020,Maharashtra,3236218,,4017175
30-08-2020,Maharashtra,3293650,,4092620
31-08-2020,Maharashtra,3333326,,4145123
01-09-2020,Maharashtra,3391525,,4212148
02-09-2020,Maharashtra,3447952,,4288999
03-09-2020,Maharashtra,3520973,,4382985
04-09-2020,Maharashtra,3592421,,4474971
05-09-2020,Maharashtra,3662248,,4565368
06-09-2020,Maharashtra,3728267,,4655545
07-09-2020,Maharashtra,3768353,,4712017
08-09-2020,Maharashtra,3828396,,4792351
09-09-2020,Maharashtra,3898872,,4890086
10-09-2020,Maharashtra,,,4974558
11-09-2020,Maharashtra,,,5072521
12-09-2020,Maharashtra,,,5164840
13-09-2020,Maharashtra,,1060308,5253676
14-09-2020,Maharashtra,,1077374,5321116
15-09-2020,Maharashtra,,1097856,5409060
16-09-2020,Maharashtra,,1121221,5506276
17-09-2020,Maharashtra,,1145840,5604890
18-09-2020,Maharashtra,,1167496,5693345
19-09-2020,Maharashtra,,1188015,5786147
20-09-2020,Maharashtra,,1208642,5872241
21-09-2020,Maharashtra,,1224380,5912258
14-04-2020,Manipur,,2,276
17-04-2020,Manipur,,2,311
24-04-2020,Manipur,,2,402
25-04-2020,Manipur,,2,416
30-04-2020,Manipur,,2,459
01-05-2020,Manipur,,2,461
02-05-2020,Manipur,,2,468
04-05-2020,Manipur,,2,571
07-05-2020,Manipur,,2,684
08-05-2020,Manipur,,2,756
09-05-2020,Manipur,,2,865
10-05-2020,Manipur,,2,1096
11-05-2020,Manipur,,2,1337
13-05-2020,Manipur,,2,1706
15-05-2020,Manipur,,3,1799
16-05-2020,Manipur,,4,1900
18-05-2020,Manipur,,7,2483
20-05-2020,Manipur,,20,3087
22-05-2020,Manipur,,26,3721
23-05-2020,Manipur,,29,4094
25-05-2020,Manipur,,36,5041
26-05-2020,Manipur,,39,6233
27-05-2020,Manipur,,44,6836
28-05-2020,Manipur,,55,7758
29-05-2020,Manipur,,59,8596
03-06-2020,Manipur,,118,12454
05-06-2020,Manipur,,132,14629
07-06-2020,Manipur,,172,17028
09-06-2020,Manipur,,304,18612
10-06-2020,Manipur,,311,19756
11-06-2020,Manipur,,366,20528
13-06-2020,Manipur,,449,24046
14-06-2020,Manipur,,458,25226
15-06-2020,Manipur,,490,26458
17-06-2020,Manipur,,552,29865
18-06-2020,Manipur,,606,30476
19-06-2020,Manipur,,681,32093
21-06-2020,Manipur,,841,35943
22-06-2020,Manipur,,898,38286
23-06-2020,Manipur,,921,40829
24-06-2020,Manipur,,970,43477
25-06-2020,Manipur,,1056,45253
27-06-2020,Manipur,,1092,48220
29-06-2020,Manipur,,1227,49882
02-07-2020,Manipur,,1279,53030
03-07-2020,Manipur,,1316,53608
04-07-2020,Manipur,,1325,54483
06-07-2020,Manipur,,1390,56584
07-07-2020,Manipur,,1430,57769
09-07-2020,Manipur,,1450,59740
10-07-2020,Manipur,,1582,60887
11-07-2020,Manipur,,1593,61897
12-07-2020,Manipur,,1609,63534
15-07-2020,Manipur,,1700,65866
17-07-2020,Manipur,,1800,68554
18-07-2020,Manipur,,1891,70195
19-07-2020,Manipur,,1911,71016
20-07-2020,Manipur,,1925,71703
21-07-2020,Manipur,,2015,73053
22-07-2020,Manipur,,2060,73866
23-07-2020,Manipur,,2115,74614
24-07-2020,Manipur,,2146,75932
25-07-2020,Manipur,,2176,76992
26-07-2020,Manipur,,2235,78368
27-07-2020,Manipur,,2286,80055
28-07-2020,Manipur,,2317,80603
29-07-2020,Manipur,,2458,83111
31-07-2020,Manipur,,2621,85441
03-08-2020,Manipur,,2920,89403
04-08-2020,Manipur,,3018,90901
05-08-2020,Manipur,,3093,92617
06-08-2020,Manipur,,3217,94808
07-08-2020,Manipur,,3466,96837
08-08-2020,Manipur,,3635,98819
09-08-2020,Manipur,,3753,101230
10-08-2020,Manipur,,3853,103268
11-08-2020,Manipur,,,104263
13-08-2020,Manipur,,,107469
14-08-2020,Manipur,,4198,110026
15-08-2020,Manipur,,4390,112780
16-08-2020,Manipur,,4569,115041
18-08-2020,Manipur,,4765,117299
19-08-2020,Manipur,,,120135
20-08-2020,Manipur,,,122778
21-08-2020,Manipur,,,125230
22-08-2020,Manipur,,,128468
23-08-2020,Manipur,,,131709
24-08-2020,Manipur,,,135399
25-08-2020,Manipur,,,137384
26-08-2020,Manipur,,,140610
27-08-2020,Manipur,,,142813
28-08-2020,Manipur,,,146140
29-08-2020,Manipur,,,149155
30-08-2020,Manipur,,,152229
31-08-2020,Manipur,,,155216
01-09-2020,Manipur,,,158098
02-09-2020,Manipur,,,160871
05-09-2020,Manipur,,,169093
06-09-2020,Manipur,,,172650
07-09-2020,Manipur,,,174731
08-09-2020,Manipur,,,177002
10-09-2020,Manipur,,,183083
11-09-2020,Manipur,,,185925
12-09-2020,Manipur,,,188526
13-09-2020,Manipur,,,190914
14-09-2020,Manipur,,,193048
15-09-2020,Manipur,,,196010
16-09-2020,Manipur,,,198837
17-09-2020,Manipur,,,201670
18-09-2020,Manipur,,,204871
19-09-2020,Manipur,,,206986
20-09-2020,Manipur,,,209863
21-09-2020,Manipur,,,212175
16-04-2020,Meghalaya,299,7,552
17-04-2020,Meghalaya,541,9,617
18-04-2020,Meghalaya,667,11,738
19-04-2020,Meghalaya,678,11,766
20-04-2020,Meghalaya,714,11,838
21-04-2020,Meghalaya,821,12,933
22-04-2020,Meghalaya,904,12,1046
23-04-2020,Meghalaya,1000,12,1109
24-04-2020,Meghalaya,1048,12,1130
25-04-2020,Meghalaya,1097,12,1169
27-04-2020,Meghalaya,1182,12,1254
28-04-2020,Meghalaya,1202,12,1382
29-04-2020,Meghalaya,1288,12,1397
30-04-2020,Meghalaya,1433,12,1595
02-05-2020,Meghalaya,1655,12,1707
04-05-2020,Meghalaya,1782,12,1884
05-05-2020,Meghalaya,1822,12,1944
07-05-2020,Meghalaya,1967,12,2054
09-05-2020,Meghalaya,2178,12,2287
10-05-2020,Meghalaya,2178,13,2287
11-05-2020,Meghalaya,2342,13,2480
15-05-2020,Meghalaya,2597,13,2712
18-05-2020,Meghalaya,,13,2896
19-05-2020,Meghalaya,,13,3104
20-05-2020,Meghalaya,,13,3419
22-05-2020,Meghalaya,,14,3682
26-05-2020,Meghalaya,5599,15,6553
27-05-2020,Meghalaya,,20,6685
31-05-2020,Meghalaya,,27,7781
01-06-2020,Meghalaya,,27,8127
02-06-2020,Meghalaya,,28,8734
03-06-2020,Meghalaya,,28,9025
04-06-2020,Meghalaya,,31,9395
05-06-2020,Meghalaya,,31,9592
06-06-2020,Meghalaya,,33,10066
07-06-2020,Meghalaya,,33,10066
08-06-2020,Meghalaya,,36,10746
09-06-2020,Meghalaya,,40,11247
10-06-2020,Meghalaya,,44,11505
11-06-2020,Meghalaya,,44,11889
12-06-2020,Meghalaya,,44,12219
13-06-2020,Meghalaya,,44,12560
15-06-2020,Meghalaya,,44,13353
16-06-2020,Meghalaya,,44,13878
17-06-2020,Meghalaya,,43,14316
18-06-2020,Meghalaya,,43,14647
19-06-2020,Meghalaya,,43,15104
20-06-2020,Meghalaya,,43,15346
22-06-2020,Meghalaya,,44,16296
23-06-2020,Meghalaya,,46,16637
24-06-2020,Meghalaya,,46,17115
25-06-2020,Meghalaya,,46,17591
26-06-2020,Meghalaya,,48,18103
27-06-2020,Meghalaya,17741,48,18288
28-06-2020,Meghalaya,17741,50,18441
29-06-2020,Meghalaya,18651,51,18707
30-06-2020,Meghalaya,18651,52,19294
01-07-2020,Meghalaya,,55,19494
02-07-2020,Meghalaya,,55,19732
03-07-2020,Meghalaya,,58,20329
04-07-2020,Meghalaya,,70,20744
05-07-2020,Meghalaya,,72,20950
06-07-2020,Meghalaya,,80,21502
07-07-2020,Meghalaya,,90,21847
08-07-2020,Meghalaya,,99,22000
09-07-2020,Meghalaya,,104,22544
10-07-2020,Meghalaya,,186,23108
11-07-2020,Meghalaya,,262,23633
12-07-2020,Meghalaya,,295,23876
13-07-2020,Meghalaya,,309,24436
14-07-2020,Meghalaya,,318,24899
15-07-2020,Meghalaya,,346,24942
16-07-2020,Meghalaya,24597,377,25263
17-07-2020,Meghalaya,25178,403,25981
18-07-2020,Meghalaya,26000,418,26940
19-07-2020,Meghalaya,26000,450,26940
20-07-2020,Meghalaya,26000,469,28163
21-07-2020,Meghalaya,28167,490,29274
22-07-2020,Meghalaya,28167,514,30009
23-07-2020,Meghalaya,28967,534,30796
24-07-2020,Meghalaya,,582,31367
25-07-2020,Meghalaya,31085,595,32470
26-07-2020,Meghalaya,,702,33076
27-07-2020,Meghalaya,32766,738,34127
28-07-2020,Meghalaya,33492,794,34362
29-07-2020,Meghalaya,34239,794,34903
30-07-2020,Meghalaya,34657,803,35572
31-07-2020,Meghalaya,34657,818,35572
01-08-2020,Meghalaya,,856,36341
02-08-2020,Meghalaya,,868,37728
03-08-2020,Meghalaya,37004,902,38596
04-08-2020,Meghalaya,37004,913,38977
05-08-2020,Meghalaya,37004,929,38977
06-08-2020,Meghalaya,38412,990,39553
07-08-2020,Meghalaya,39008,1006,39782
08-08-2020,Meghalaya,39008,1023,40631
09-08-2020,Meghalaya,39008,1062,40700
10-08-2020,Meghalaya,,1114,41734
11-08-2020,Meghalaya,,1136,41734
13-08-2020,Meghalaya,,1165,42084
14-08-2020,Meghalaya,,1191,42706
15-08-2020,Meghalaya,,1292,42910
16-08-2020,Meghalaya,,1374,43800
18-08-2020,Meghalaya,,1454,44234
19-08-2020,Meghalaya,,1506,44695
20-08-2020,Meghalaya,43020,,45151
21-08-2020,Meghalaya,,1718,70413
22-08-2020,Meghalaya,70019,,72409
24-08-2020,Meghalaya,72824,,75239
25-08-2020,Meghalaya,74293,,76762
26-08-2020,Meghalaya,76645,,79126
27-08-2020,Meghalaya,78431,,81012
28-08-2020,Meghalaya,81146,,84038
29-08-2020,Meghalaya,83499,,86214
31-08-2020,Meghalaya,85924,,88963
01-09-2020,Meghalaya,87455,,90477
02-09-2020,Meghalaya,89162,,92453
03-09-2020,Meghalaya,90516,,93817
04-09-2020,Meghalaya,91989,,95457
05-09-2020,Meghalaya,,,97550
07-09-2020,Meghalaya,,,100071
08-09-2020,Meghalaya,98345,,102487
09-09-2020,Meghalaya,99640,,104090
10-09-2020,Meghalaya,102477,,106064
11-09-2020,Meghalaya,104937,,109518
12-09-2020,Meghalaya,107737,,112221
14-09-2020,Meghalaya,111073,,115901
15-09-2020,Meghalaya,113184,,117518
16-09-2020,Meghalaya,115611,,120576
17-09-2020,Meghalaya,122348,,127571
18-09-2020,Meghalaya,124315,,129503
19-09-2020,Meghalaya,126022,,131433
21-09-2020,Meghalaya,127589,,133259
06-04-2020,Mizoram,0,1,58
07-04-2020,Mizoram,0,1,58
08-04-2020,Mizoram,,1,74
09-04-2020,Mizoram,,1,84
12-04-2020,Mizoram,,1,87
13-04-2020,Mizoram,,1,89
14-04-2020,Mizoram,,1,91
15-04-2020,Mizoram,,1,94
16-04-2020,Mizoram,,1,94
18-04-2020,Mizoram,,1,102
19-04-2020,Mizoram,,1,116
20-04-2020,Mizoram,,1,132
21-04-2020,Mizoram,,1,135
22-04-2020,Mizoram,,1,135
23-04-2020,Mizoram,,1,137
26-04-2020,Mizoram,,1,146
27-04-2020,Mizoram,,1,146
28-04-2020,Mizoram,,1,158
29-04-2020,Mizoram,,1,179
30-04-2020,Mizoram,,1,180
01-05-2020,Mizoram,,1,180
02-05-2020,Mizoram,,1,183
03-05-2020,Mizoram,,1,183
04-05-2020,Mizoram,,1,183
05-05-2020,Mizoram,,1,188
06-05-2020,Mizoram,,1,195
07-05-2020,Mizoram,,1,197
08-05-2020,Mizoram,,1,199
09-05-2020,Mizoram,,1,201
10-05-2020,Mizoram,,1,201
11-05-2020,Mizoram,,1,206
12-05-2020,Mizoram,,1,224
13-05-2020,Mizoram,,1,224
14-05-2020,Mizoram,,1,273
15-05-2020,Mizoram,,1,273
16-05-2020,Mizoram,,1,282
17-05-2020,Mizoram,,1,282
18-05-2020,Mizoram,,1,301
19-05-2020,Mizoram,,1,313
20-05-2020,Mizoram,,1,315
21-05-2020,Mizoram,,1,320
22-05-2020,Mizoram,,1,324
23-05-2020,Mizoram,,1,336
24-05-2020,Mizoram,,1,342
25-05-2020,Mizoram,,1,359
26-05-2020,Mizoram,,1,438
28-05-2020,Mizoram,,1,516
29-05-2020,Mizoram,,1,529
30-05-2020,Mizoram,,1,686
31-05-2020,Mizoram,,1,777
01-06-2020,Mizoram,,1,896
02-06-2020,Mizoram,,13,1012
03-06-2020,Mizoram,,14,1095
04-06-2020,Mizoram,,17,1346
05-06-2020,Mizoram,,22,1687
06-06-2020,Mizoram,,24,1991
07-06-2020,Mizoram,,34,2252
08-06-2020,Mizoram,,42,2496
09-06-2020,Mizoram,,88,2747
10-06-2020,Mizoram,,102,2747
11-06-2020,Mizoram,,104,3152
13-06-2020,Mizoram,,107,3727
14-06-2020,Mizoram,,112,4327
15-06-2020,Mizoram,,117,4919
16-06-2020,Mizoram,,121,5524
17-06-2020,Mizoram,,121,6035
18-06-2020,Mizoram,,130,6661
19-06-2020,Mizoram,,130,7496
20-06-2020,Mizoram,,140,8284
21-06-2020,Mizoram,,141,8718
22-06-2020,Mizoram,,142,9277
23-06-2020,Mizoram,,142,9840
24-06-2020,Mizoram,,145,10486
25-06-2020,Mizoram,,145,11672
26-06-2020,Mizoram,,147,12753
27-06-2020,Mizoram,,150,12846
28-06-2020,Mizoram,,151,13012
29-06-2020,Mizoram,,151,13072
30-06-2020,Mizoram,,151,13746
01-07-2020,Mizoram,,160,13886
02-07-2020,Mizoram,,160,13931
03-07-2020,Mizoram,,162,14370
04-07-2020,Mizoram,,164,14509
05-07-2020,Mizoram,,186,14981
06-07-2020,Mizoram,,191,15006
07-07-2020,Mizoram,,197,15058
08-07-2020,Mizoram,,201,15183
09-07-2020,Mizoram,,203,15523
10-07-2020,Mizoram,,226,15868
11-07-2020,Mizoram,,226,16396
12-07-2020,Mizoram,,227,16696
13-07-2020,Mizoram,,233,16914
14-07-2020,Mizoram,,233,16914
15-07-2020,Mizoram,,238,17168
16-07-2020,Mizoram,,267,17489
17-07-2020,Mizoram,,272,17760
18-07-2020,Mizoram,,282,17963
19-07-2020,Mizoram,,284,18147
20-07-2020,Mizoram,,284,18147
21-07-2020,Mizoram,,297,18297
22-07-2020,Mizoram,,317,18603
23-07-2020,Mizoram,,326,19014
24-07-2020,Mizoram,,332,19238
25-07-2020,Mizoram,,361,19781
26-07-2020,Mizoram,,361,20053
27-07-2020,Mizoram,,361,20053
28-07-2020,Mizoram,,384,20442
29-07-2020,Mizoram,,395,20597
30-07-2020,Mizoram,,397,20798
31-07-2020,Mizoram,,408,21118
01-08-2020,Mizoram,,413,21294
02-08-2020,Mizoram,,468,21523
03-08-2020,Mizoram,,482,21583
04-08-2020,Mizoram,,501,21845
05-08-2020,Mizoram,,504,21956
06-08-2020,Mizoram,,537,22211
09-08-2020,Mizoram,,608,23324
10-08-2020,Mizoram,,620,23702
11-08-2020,Mizoram,,623,23848
12-08-2020,Mizoram,,648,24895
13-08-2020,Mizoram,,649,25054
14-08-2020,Mizoram,,656,25472
15-08-2020,Mizoram,,713,25929
16-08-2020,Mizoram,,,26611
17-08-2020,Mizoram,,,27115
18-08-2020,Mizoram,,,27388
19-08-2020,Mizoram,,,28076
20-08-2020,Mizoram,,,28976
21-08-2020,Mizoram,,,30753
22-08-2020,Mizoram,,,32391
23-08-2020,Mizoram,,,33486
24-08-2020,Mizoram,,,33507
25-08-2020,Mizoram,,,35214
26-08-2020,Mizoram,,,36240
27-08-2020,Mizoram,,,37452
28-08-2020,Mizoram,,,38534
29-08-2020,Mizoram,,,38906
30-08-2020,Mizoram,,,40383
31-08-2020,Mizoram,,,40797
01-09-2020,Mizoram,,,41683
02-09-2020,Mizoram,,,42332
03-09-2020,Mizoram,,,42977
04-09-2020,Mizoram,,,43846
05-09-2020,Mizoram,,,44803
06-09-2020,Mizoram,,,45073
07-09-2020,Mizoram,,,45153
08-09-2020,Mizoram,,,45925
09-09-2020,Mizoram,,,46414
10-09-2020,Mizoram,,,46638
11-09-2020,Mizoram,,,47214
12-09-2020,Mizoram,,,49091
13-09-2020,Mizoram,,,50259
14-09-2020,Mizoram,,,51316
15-09-2020,Mizoram,,,52622
16-09-2020,Mizoram,,,54199
17-09-2020,Mizoram,,,55463
18-09-2020,Mizoram,,,57012
19-09-2020,Mizoram,,,59015
20-09-2020,Mizoram,,,60759
21-09-2020,Mizoram,,,62407
06-04-2020,Nagaland,47,0,60
10-04-2020,Nagaland,69,0,70
11-04-2020,Nagaland,70,0,70
12-04-2020,Nagaland,70,0,74
14-04-2020,Nagaland,97,0,174
15-04-2020,Nagaland,174,0,184
17-04-2020,Nagaland,222,0,274
18-04-2020,Nagaland,292,0,392
19-04-2020,Nagaland,345,0,404
20-04-2020,Nagaland,404,0,434
21-04-2020,Nagaland,456,0,537
22-04-2020,Nagaland,481,0,543
23-04-2020,Nagaland,543,0,607
25-04-2020,Nagaland,607,0,613
26-04-2020,Nagaland,613,0,613
27-04-2020,Nagaland,613,0,629
28-04-2020,Nagaland,620,0,639
29-04-2020,Nagaland,631,0,644
30-04-2020,Nagaland,640,0,653
01-05-2020,Nagaland,650,0,664
02-05-2020,Nagaland,661,0,674
03-05-2020,Nagaland,663,0,684
04-05-2020,Nagaland,679,0,708
05-05-2020,Nagaland,771,0,724
06-05-2020,Nagaland,712,0,763
07-05-2020,Nagaland,728,0,786
08-05-2020,Nagaland,775,0,805
09-05-2020,Nagaland,786,0,848
10-05-2020,Nagaland,806,0,862
11-05-2020,Nagaland,848,0,875
12-05-2020,Nagaland,872,0,882
13-05-2020,Nagaland,872,0,889
14-05-2020,Nagaland,873,0,891
15-05-2020,Nagaland,889,0,910
16-05-2020,Nagaland,891,0,917
17-05-2020,Nagaland,914,0,952
18-05-2020,Nagaland,914,0,961
19-05-2020,Nagaland,948,0,978
20-05-2020,Nagaland,952,0,985
21-05-2020,Nagaland,978,0,1001
22-05-2020,Nagaland,1012,0,1035
23-05-2020,Nagaland,1015,0,1065
24-05-2020,Nagaland,1032,0,1097
25-05-2020,Nagaland,1078,3,1366
26-05-2020,Nagaland,1080,4,1366
27-05-2020,Nagaland,1224,9,1554
28-05-2020,Nagaland,1317,18,1765
29-05-2020,Nagaland,1409,25,1997
30-05-2020,Nagaland,1496,36,2210
31-05-2020,Nagaland,1596,43,2576
01-06-2020,Nagaland,1744,43,2870
02-06-2020,Nagaland,1836,49,3257
03-06-2020,Nagaland,2002,58,3414
04-06-2020,Nagaland,2151,80,3739
05-06-2020,Nagaland,2372,94,3974
06-06-2020,Nagaland,2614,107,4061
07-06-2020,Nagaland,2956,118,4371
08-06-2020,Nagaland,3176,123,4729
09-06-2020,Nagaland,3512,127,4896
10-06-2020,Nagaland,3867,128,5220
11-06-2020,Nagaland,4198,130,5667
12-06-2020,Nagaland,4593,156,6104
13-06-2020,Nagaland,4904,163,6466
14-06-2020,Nagaland,5155,168,6478
15-06-2020,Nagaland,5642,177,7132
16-06-2020,Nagaland,6232,179,7835
17-06-2020,Nagaland,,193,8387
18-06-2020,Nagaland,7567,193,9039
19-06-2020,Nagaland,8213,198,10102
20-06-2020,Nagaland,,201,9128
21-06-2020,Nagaland,,211,9971
22-06-2020,Nagaland,,280,10599
23-06-2020,Nagaland,,330,11173
24-06-2020,Nagaland,,347,11867
25-06-2020,Nagaland,,355,12546
26-06-2020,Nagaland,,371,13085
27-06-2020,Nagaland,,387,14217
28-06-2020,Nagaland,,415,15240
29-06-2020,Nagaland,,434,15905
30-06-2020,Nagaland,,459,16563
01-07-2020,Nagaland,,501,17177
02-07-2020,Nagaland,,535,17887
03-07-2020,Nagaland,,539,18635
04-07-2020,Nagaland,,563,19263
05-07-2020,Nagaland,,590,19867
06-07-2020,Nagaland,,625,20484
07-07-2020,Nagaland,,644,21209
08-07-2020,Nagaland,,657,21980
09-07-2020,Nagaland,,673,22697
10-07-2020,Nagaland,,732,23402
11-07-2020,Nagaland,,748,24065
12-07-2020,Nagaland,,774,24985
13-07-2020,Nagaland,,845,26151
14-07-2020,Nagaland,,896,26927
15-07-2020,Nagaland,,902,27421
16-07-2020,Nagaland,,916,28020
17-07-2020,Nagaland,,956,28472
18-07-2020,Nagaland,,978,29092
19-07-2020,Nagaland,,988,29326
20-07-2020,Nagaland,,1021,29994
21-07-2020,Nagaland,,1030,30574
22-07-2020,Nagaland,,1084,31503
23-07-2020,Nagaland,,1174,32169
24-07-2020,Nagaland,,1238,32909
25-07-2020,Nagaland,,1289,33704
26-07-2020,Nagaland,,1339,34389
27-07-2020,Nagaland,,1385,34968
28-07-2020,Nagaland,,1460,35676
29-07-2020,Nagaland,,1513,36355
30-07-2020,Nagaland,,1566,37156
31-07-2020,Nagaland,,1693,37895
01-08-2020,Nagaland,,1831,38634
02-08-2020,Nagaland,,1935,39292
03-08-2020,Nagaland,,2129,40293
04-08-2020,Nagaland,,2405,41367
05-08-2020,Nagaland,,2498,42029
06-08-2020,Nagaland,,2580,42900
07-08-2020,Nagaland,,2657,43911
08-08-2020,Nagaland,,2688,44566
09-08-2020,Nagaland,,2781,45564
10-08-2020,Nagaland,,3011,46518
11-08-2020,Nagaland,,,47008
12-08-2020,Nagaland,,,47939
13-08-2020,Nagaland,,3168,48445
14-08-2020,Nagaland,,3322,49534
15-08-2020,Nagaland,,3340,50200
16-08-2020,Nagaland,,,50946
17-08-2020,Nagaland,,,51483
18-08-2020,Nagaland,,3520,52139
19-08-2020,Nagaland,,,52672
20-08-2020,Nagaland,,,54047
21-08-2020,Nagaland,,,54660
22-08-2020,Nagaland,,,55479
23-08-2020,Nagaland,,,56340
24-08-2020,Nagaland,,,56901
25-08-2020,Nagaland,,,57426
26-08-2020,Nagaland,,,58053
27-08-2020,Nagaland,,,58431
28-08-2020,Nagaland,,,58782
29-08-2020,Nagaland,,,59413
30-08-2020,Nagaland,,,60225
31-08-2020,Nagaland,,,60865
01-09-2020,Nagaland,,,61539
02-09-2020,Nagaland,,,62404
03-09-2020,Nagaland,,,63159
04-09-2020,Nagaland,,,64092
05-09-2020,Nagaland,,,64803
06-09-2020,Nagaland,,,65555
07-09-2020,Nagaland,,,66061
08-09-2020,Nagaland,,,66444
09-09-2020,Nagaland,,,67268
10-09-2020,Nagaland,,,68141
11-09-2020,Nagaland,,,69050
12-09-2020,Nagaland,,,69666
13-09-2020,Nagaland,,,70171
14-09-2020,Nagaland,,,70622
15-09-2020,Nagaland,,,70994
16-09-2020,Nagaland,,,71631
17-09-2020,Nagaland,,,72077
18-09-2020,Nagaland,,,72596
19-09-2020,Nagaland,,,72807
20-09-2020,Nagaland,,,73611
21-09-2020,Nagaland,,,74423
03-04-2020,Odisha,1108,20,1395
07-04-2020,Odisha,,42,2441
08-04-2020,Odisha,2399,42,2441
09-04-2020,Odisha,3201,48,3249
10-04-2020,Odisha,3497,50,3547
11-04-2020,Odisha,3497,51,3551
12-04-2020,Odisha,3808,54,3862
13-04-2020,Odisha,4116,54,4170
14-04-2020,Odisha,4678,56,4734
15-04-2020,Odisha,5477,60,5537
16-04-2020,Odisha,6674,60,6734
17-04-2020,Odisha,7517,60,7577
18-04-2020,Odisha,8559,60,8619
19-04-2020,Odisha,9629,61,9690
20-04-2020,Odisha,,68,10641
